com_x, com_y, target_x, target_y, connectivity, cohesion, vel_mismatch, en_deviation
1.198810634393937704e+02,4.998862251494644937e+01,1.232000000000006850e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.453333144997868942e+01,1.228864849892226330e+00,1.127074477776459083e-01
1.217470627873637596e+02,4.999446033866769312e+01,1.240000000000006963e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.432191371604889696e+01,1.464824546650635773e+00,1.137219773349400498e-01
1.224005160305485873e+02,4.999435405581166236e+01,1.256000000000007191e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.455456533879725711e+01,1.379331247294637075e+00,1.142496074180727461e-01
1.240985059638431096e+02,4.999527200789609793e+01,1.280000000000007390e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.457800303922337193e+01,1.367300843179779957e+00,1.124278822874173051e-01
1.255897427386514948e+02,4.999471177335153982e+01,1.292000000000007560e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.443324310771715346e+01,1.582534368010207748e+00,1.129670769778880479e-01
1.277285601897130647e+02,4.999376143005350315e+01,1.304000000000007731e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.494231489684159975e+01,1.648544876303251749e+00,1.097356156996842635e-01
1.287169511366038819e+02,4.999539394064016307e+01,1.316000000000007901e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.588573319202307665e+01,2.053490313574448223e+00,1.109814259330633157e-01
1.306344010959820707e+02,4.999093319147922898e+01,1.328000000000008072e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.603941597133826136e+01,1.899033184218732462e+00,1.105484352237266626e-01
1.321275791492880103e+02,4.998838259714707277e+01,1.344000000000008299e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.575552683096194428e+01,1.620886872399109446e+00,1.126375428133021966e-01
1.334138987684237065e+02,4.998024275396843308e+01,1.360000000000008527e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.499354343108084997e+01,1.467138724183837617e+00,1.124767113890000614e-01
1.350076949369873489e+02,4.997702280077714221e+01,1.364000000000008583e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.500443554916984468e+01,1.759022035470280576e+00,1.123221344505011127e-01
1.364217553324099299e+02,4.997482255151080466e+01,1.388000000000008924e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.481572049088170573e+01,1.264659432880873791e+00,1.138769444854792340e-01
1.383125164212451068e+02,4.997776319759196895e+01,1.400000000000009095e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.496403558003340528e+01,1.400717964015326888e+00,1.141416383685475433e-01
1.387481109240573858e+02,4.997973473156116597e+01,1.412000000000009265e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.483178065452091232e+01,1.688983218335234460e+00,1.143432490058887557e-01
